15328169.replay	58	58	2701	2701	57	57	PASS
15328170.replay	43	43	465	465	42	42	PASS
15328171.replay	11	11	167	167	10	10	PASS
15328172.replay	73	73	776	776	72	72	PASS
15328173.replay	44	44	548	548	43	43	PASS
15328174.replay	100	100	6746	6746	99	99	PASS
15328175.replay	43	43	466	466	42	42	PASS
15328176.replay	28	28	243	243	27	27	PASS
15328177.replay	36	36	297	297	35	35	PASS
15328178.replay	77	77	804	804	76	76	PASS
15328179.replay	50	50	479	479	49	49	PASS
15328180.replay	27	27	186	186	26	26	PASS
15328182.replay	31	31	209	209	30	30	PASS
15328183.replay	21	21	241	241	20	20	PASS
15328184.replay	72	72	750	750	71	71	PASS
15328186.replay	29	29	240	240	28	28	PASS
15328187.replay	29	29	235	235	28	28	PASS
15328188.replay	41	41	560	560	40	40	PASS
15328189.replay	29	29	246	246	28	28	PASS
15328190.replay	38	38	368	368	37	37	PASS
15328193.replay	18	18	137	137	17	17	PASS
15328194.replay	18	18	1047	1047	17	17	PASS
15328195.replay	18	18	248	248	17	17	PASS
15328196.replay	33	33	367	367	32	32	PASS
15328197.replay	22	22	1403	1403	21	21	PASS
15328198.replay	30	30	1434	1434	29	29	PASS
15328199.replay	29	29	640	640	28	28	PASS
15328200.replay	30	30	728	728	29	29	PASS
15328201.replay	14	14	128	128	13	13	PASS
15328202.replay	17	17	182	182	16	16	PASS
15328203.replay	66	66	651	651	65	65	PASS
15328204.replay	12	12	208	208	11	11	PASS
15328205.replay	100	100	250	250	99	99	PASS
15328206.replay	28	28	543	543	27	27	PASS
15328207.replay	26	26	322	322	25	25	PASS
15328208.replay	18	18	457	457	17	17	PASS
15328210.replay	100	100	627	627	99	99	PASS
15328212.replay	51	51	545	545	50	50	PASS
15328213.replay	100	100	1060	1060	99	99	PASS
15328214.replay	54	54	472	472	53	53	PASS
15328215.replay	100	100	959	959	99	99	PASS
15328216.replay	67	67	467	467	66	66	PASS
15328217.replay	100	100	4078	4078	99	99	PASS
15328218.replay	100	100	1428	1428	99	99	PASS
15328219.replay	24	24	541	541	23	23	PASS
15328220.replay	16	16	463	463	15	15	PASS
15328221.replay	100	100	1240	1240	99	99	PASS
15328222.replay	22	22	328	328	21	21	PASS
15328223.replay	17	17	261	261	16	16	PASS
15328224.replay	18	18	249	249	17	17	PASS
15328225.replay	13	13	263	263	12	12	PASS
15328226.replay	38	38	423	423	37	37	PASS
15328227.replay	68	68	774	774	67	67	PASS
15328228.replay	17	17	295	295	16	16	PASS
15328229.replay	77	77	814	814	76	76	PASS
15328230.replay	16	16	186	186	15	15	PASS
15328231.replay	42	42	387	387	41	41	PASS
15328232.replay	68	68	774	774	67	67	PASS
15328233.replay	25	26	347	348	24	25	DIVERGE
15328234.replay	78	78	826	826	77	77	PASS
